eid source target dir capacity speed_mph cost_time
13657 382 4989 1 8100 40 0.131341720207
27594 383 369 1 950 20 0.0337717781456
16337 383 8270 1 950 20 1.59690633774
28108 384 9376 1 950 20 0.0620766339256
17251 384 6521 1 950 20 0.0614148138675
5674 385 4427 1 6900 60 0.0644375033124
7132 385 2748 1 8100 40 0.198412640879
8416 386 388 1 1900 30 0.0154717643569
8421 386 9071 1 1900 20 0.0542752458468
10504 387 7841 1 1900 30 0.108636062494
24564 387 1925 1 1900 30 0.209602525588
8417 388 389 1 1900 30 0.0149584288147
8418 389 2931 1 1900 30 0.0226990962516
16370 389 8095 1 950 20 0.0802632756487
7131 390 4971 1 8100 40 0.0239643829258
7134 390 381 1 8100 40 0.136098154025
26742 391 1922 1 1900 30 0.675283056047
4195 391 379 1 1900 30 0.84200352797
5147 391 380 1 1900 30 3.71024843215
4197 391 2758 1 1900 30 0.255755269242
7137 392 779 1 8100 40 0.0751176942431
5698 393 787 1 8100 40 0.0109031728667
5691 394 4133 1 8100 40 0.00910003583817
12617 395 793 1 8100 40 0.0467369160043
13897 397 8528 1 950 20 0.3335407693
17840 397 4313 1 950 20 0.552457849402
21816 397 402 1 950 20 1.93918541891
7107 398 773 1 5400 40 0.027299399655
7114 399 6474 1 5400 40 0.0449113283985
7110 399 403 1 5400 40 0.0312430532575
7112 400 398 1 5400 40 0.0329173657512
7116 400 6471 1 1900 30 0.0732544288532
1753 401 10569 1 5400 40 1.51191261255
3034 401 3196 1 1900 30 5.50991331244
19992 401 4925 1 5400 40 1.39851864893
6732 402 9265 1 950 20 1.04663217074
5170 402 397 1 950 20 1.93918541891
21818 402 4503 1 950 20 0.470419538495
7111 403 400 1 5400 40 0.084959118796
15185 404 357 1 6900 60 0.124270709414
10317 404 383 1 8100 40 0.276617416936
17505 405 7075 1 950 20 0.0428162820695
5174 405 4503 1 950 20 1.9493418855
15480 406 427 1 5400 40 0.0268570312219
27934 407 491 1 950 20 1.13876583449
309 407 757 1 1900 30 0.0220728294512
10089 409 412 1 1900 30 0.0893752031428
25050 410 8020 1 5400 40 0.0416334143949
6452 410 4111 1 5400 40 0.24949660712
10534 411 9370 1 6900 60 0.0496493589363
10103 412 561 1 1900 30 0.301557280291
24372 412 9614 1 1900 30 0.734357381924
5958 413 51 1 5400 40 0.0658598484949
7949 413 2116 1 5400 40 0.0420815901118
26704 414 9464 1 950 20 0.30135899772
14593 414 5010 1 950 20 0.419306709329
7866 415 5937 1 5400 40 0.03366321959
24444 415 206 1 5400 40 0.305895037592
15193 416 1147 1 5400 40 1.0685624907
5846 416 7501 1 5400 40 0.0117708989206
9647 417 9812 1 8100 40 0.378174464229
10387 417 10228 1 6900 60 0.152384393122
8758 418 4872 1 950 20 0.0498973929166
5856 418 4873 1 5400 40 0.0236594058842
22204 418 8405 1 5400 40 0.466779312376
11365 419 8047 1 5400 40 0.0126190317732
13410 420 296 1 5400 40 0.0178842184425
12304 421 4419 1 8100 40 0.00566613041515
14220 422 8820 1 1900 30 0.218536768238
2508 423 4910 1 6900 60 0.0262561059294
14431 424 2296 1 6900 60 0.2141767116
18720 424 425 1 8100 40 0.204238834422
4794 425 4241 1 1900 30 0.161637123363
21570 425 4247 1 1900 30 0.0307138697465
12233 426 5173 1 8100 40 0.126695537552
15476 427 448 1 5400 40 0.00683709661989
4370 428 276 1 5400 40 0.0317367154911
24112 428 8366 1 5400 40 0.913384947065
8011 429 7449 1 6900 60 0.0556820097281
9595 430 6361 1 5400 40 0.300314481851
23084 430 10155 1 5400 40 2.87692721144
23340 431 7352 1 5400 40 0.0167881317642
8059 431 5421 1 5400 40 0.129002567557
9207 432 9096 1 950 20 2.76621967122
19400 432 6929 1 950 20 6.92656883042
20444 432 10618 1 950 20 1.9769014985
474 432 8015 1 950 20 1.56660733913
9766 433 5281 1 5400 40 0.00746124526806
12590 433 4754 1 5400 40 0.027125523193
24176 433 4694 1 5400 40 0.01155281171
22238 434 9496 1 1900 30 0.845621387442
7343 434 7621 1 1900 30 0.699023102715
8303 435 8169 1 1900 30 0.50571129089
6013 435 437 1 1900 30 0.119487321645
8446 436 2993 1 1900 30 0.0146339760801
12620 437 9952 1 1900 30 0.878022428509
22296 437 435 1 1900 30 0.119487321645
21394 438 6025 1 1900 30 0.144794974007
4501 438 7901 1 1900 30 0.0359981477832
9129 439 624 1 1900 30 0.160037576054
1018 440 683 1 6900 60 0.0463968913495
8063 441 7352 1 5400 40 0.0191379595664
23344 441 8166 1 5400 40 0.572351196926
8422 441 9270 1 1900 30 0.0325405528961
11390 442 6370 1 5400 40 0.103310830348
27460 442 9981 1 5400 40 0.0729776012193
21556 443 5700 1 950 20 0.440958608813
27498 443 445 1 5400 40 0.167908595664
16161 443 9950 1 5400 40 0.153842985271
28390 444 10131 1 1900 30 0.569729417361
4779 445 3648 1 950 20 0.361445327534
27500 445 176 1 5400 40 0.20339940874
16163 445 443 1 5400 40 0.167908595664
5052 446 10843 1 5400 40 0.182986581526
1105 447 4772 1 1900 30 0.330569603894
5054 447 10623 1 5400 40 0.290082625339
15445 448 554 1 5400 40 0.0355852740254
15477 448 507 1 5400 40 0.0267686260165
25360 449 451 1 5400 40 0.102395733932
7904 449 4695 1 5400 40 0.636016803045
16652 450 2650 1 1900 30 0.192726595728
12096 451 449 1 5400 40 0.102395733932
27806 451 34 1 5400 40 0.0890888298125
13530 452 3323 1 5400 40 0.246127235384
15879 453 1174 1 8100 40 0.0115433438224
3540 454 9496 1 1900 30 0.77565542124
20858 454 464 1 1900 30 1.22581609922
24746 454 8634 1 1900 30 0.0568312188055
6380 455 134 1 5400 40 0.247241941371
15479 455 406 1 5400 40 0.0201665864098
4336 456 457 1 1900 30 0.0288985780613
4337 457 9423 1 1900 30 0.0910226199047
11042 458 3834 1 5400 40 0.0098756377335
5518 458 3198 1 1900 30 0.0819860715795
24832 458 463 1 5400 40 0.098876846399
25038 460 462 1 5400 40 0.0613532354626
11618 460 7222 1 5400 40 0.0970910338138
292 461 957 1 1900 30 0.038691842108
10813 461 950 1 1900 30 0.372771302892
7988 462 3351 1 950 20 2.27372094244
11428 462 460 1 5400 40 0.0613532354626
25040 462 6687 1 5400 40 0.403335898395
11044 463 458 1 5400 40 0.098876846399
24834 463 1221 1 5400 40 0.196152748747
5514 463 3198 1 5400 40 0.0384010588942
24736 464 465 1 1900 30 0.0522315003117
3542 464 454 1 1900 30 1.22581609922
10891 465 464 1 1900 30 0.0522315003117
24744 465 469 1 1900 30 0.155296980575
17971 466 7840 1 5400 40 0.903396334152
13433 466 637 1 5400 40 0.0373008969165
5516 467 3834 1 5400 40 0.0486359105775
10899 469 465 1 1900 30 0.155296980575
9495 471 10228 1 8100 40 0.304416414047
1147 471 9551 1 6900 60 0.0477717717378
20080 472 5466 1 5400 40 2.27874219729
3016 472 524 1 5400 40 0.0350712367058
1663 473 2829 1 1900 30 0.262094239689
4071 473 5286 1 1900 30 0.0587486324256
7780 475 5330 1 5400 40 0.691128144169
3381 476 10159 1 1900 30 0.110472112207
9631 477 698 1 5400 40 0.038305051323
14781 477 605 1 5400 40 0.0391753729343
5084 478 1925 1 1900 30 0.239337521534
24258 478 1295 1 1900 30 0.0927041611184
27368 479 346 1 5400 40 1.1397437274
17866 479 10509 1 5400 40 0.6385226456
5731 481 8609 1 5400 40 0.141686655135
20604 481 490 1 950 20 0.308930352211
22112 481 5441 1 5400 40 0.102598192422
10867 483 497 1 1900 30 0.0393594941349
10879 483 606 1 8100 40 0.028003487761
10884 483 486 1 8100 40 0.0358071854883
10861 484 570 1 1900 30 0.123099790692
7185 485 5605 1 6900 60 1.07805869733
10887 486 485 1 8100 40 0.28216007218
25904 487 633 1 1900 30 2.47995762198
21974 487 853 1 1900 30 0.622428468073
1647 488 492 1 950 20 0.112112121644
12911 488 10508 1 950 20 0.6409823094
19926 488 7351 1 950 20 3.22285078522
7910 489 9386 1 5400 40 0.0373829009342
5228 489 9375 1 5400 40 0.0136918266561
3063 490 481 1 950 20 0.308930352211
23800 490 4833 1 950 20 0.173651066886
25080 491 3515 1 950 20 0.0461421481823
16882 491 407 1 950 20 1.13876583449
19924 492 488 1 950 20 0.112112121644
28462 493 6413 1 950 20 0.725032750348
4222 494 8035 1 8100 40 0.134087901736
16632 495 4738 1 950 20 0.0557979418584
27704 495 10803 1 950 20 0.143392414156
27768 495 903 1 950 20 0.0523469509778
10868 497 662 1 1900 30 0.124968539286
12741 498 1274 1 950 20 4.14319943439
24002 498 1463 1 950 20 7.11959993281
18258 499 4394 1 6900 60 0.0860455879454
9698 500 8913 1 5400 40 0.0298337076726
9636 500 580 1 5400 40 0.0162822923335
22420 501 3978 1 1900 30 0.297147052721
14482 501 579 1 950 20 0.0833985139977
6249 501 3965 1 1900 30 0.16179589953
26686 501 1269 1 950 20 0.175836530007
7815 502 3720 1 950 20 1.71068401404
22048 502 3266 1 950 20 0.346305629329
19980 502 1055 1 950 20 1.48982523787
18890 503 1648 1 8100 40 0.215049644205
12336 504 5547 1 8100 40 0.0934761487125
22342 505 4535 1 950 20 0.48015056187
26606 506 508 1 950 20 0.0862070300593
14447 506 117 1 950 20 0.681760854598
15478 507 455 1 5400 40 0.026695363903
26602 508 2153 1 950 20 1.11941370963
14536 508 506 1 950 20 0.0862070300593
28870 509 9490 1 1900 30 0.467624135112
4410 509 8163 1 950 20 0.538047281609
18685 509 9868 1 1900 30 0.512827162485
3277 510 345 1 5400 40 0.056772169826
8255 510 3115 1 5400 40 1.43695727308
2991 511 472 1 5400 40 0.0407466740241
2685 511 524 1 5400 40 0.0205065851975
6906 512 513 1 950 20 0.0145913946736
6907 513 9842 1 950 20 0.0506019984822
22840 513 7358 1 950 20 0.392602099412
3102 514 560 1 1900 30 0.0440993464654
2684 514 511 1 5400 40 0.00430688608403
863 515 10 1 950 20 0.110750069718
6905 515 7531 1 950 20 0.0339838223768
13443 516 9258 1 5400 40 0.00580870716698
8953 517 123 1 5400 40 0.132242734011
21176 517 8695 1 5400 40 0.0918174327991
24512 518 546 1 5400 40 0.00827051631008
10419 518 1815 1 5400 40 0.0330883931323
348 519 3668 1 6900 60 0.401705044822
5438 520 2082 1 5400 40 0.0610286085862
16242 520 5068 1 5400 40 0.0621923372232
1749 522 520 1 5400 40 0.520529857373
844 523 8952 1 8100 40 0.184925194182
2686 524 532 1 5400 40 0.00406280478237
6508 525 10250 1 950 20 0.0210188489239
2365 526 2717 1 950 20 1.02700291066
19636 526 4991 1 950 20 1.41881840274
7939 527 523 1 8100 40 0.103946106711
17020 529 10376 1 1900 30 0.0181882549277
27022 530 3872 1 5400 40 0.0357801104226
18444 530 2987 1 5400 40 0.223486627036
12030 531 621 1 1900 30 0.0396261547409
6028 531 590 1 1900 30 0.829493476852
2687 532 555 1 5400 40 0.0164063959351
2896 532 8124 1 5400 40 0.0273582534432
11446 534 536 1 5400 40 0.622578327293
11983 534 7657 1 5400 40 0.0279479528109
15235 535 518 1 8100 40 0.238053026333
11742 535 527 1 8100 40 0.216353420615
18873 536 6848 1 5400 40 0.0709131893209
16420 536 10229 1 1900 30 1.71655115268
15837 537 7381 1 5400 40 0.0461739489068
10386 539 417 1 6900 60 0.385981105752
15888 540 5809 1 5400 40 0.0185940786645
13446 541 3893 1 5400 40 0.0629220743381
15654 542 819 1 950 20 0.0508299770995
15658 542 3188 1 950 20 0.109175904079
827 543 8952 1 950 20 0.400634494758
10429 543 44 1 5400 40 0.00825333570797
24522 543 1783 1 5400 40 0.0330940119978
15650 544 548 1 950 20 0.00732295312157
13319 545 7780 1 6900 60 0.117036604997
24514 546 3361 1 5400 40 0.0330618548679
15244 546 8931 1 950 20 0.0688478611654
10421 546 518 1 5400 40 0.00827051631008
13318 547 3869 1 6900 60 0.0274075623522
15651 548 549 1 950 20 0.00440208784132
15652 549 834 1 950 20 0.0373729028294
15911 549 845 1 950 20 0.064039707869
13316 550 545 1 6900 60 0.0297140993685
5298 551 2774 1 8100 40 0.00763478721691
20554 552 560 1 1900 30 0.0392064476068
2683 552 514 1 5400 40 0.0161782774906
7465 553 7070 1 1900 30 0.0197593923817
22482 554 9803 1 5400 40 0.400113883828
6377 554 507 1 5400 40 0.0376294017601
2682 555 552 1 5400 40 0.00411876279971
12312 556 3977 1 5400 40 0.01973464621
25438 556 1252 1 5400 40 1.2257545637
9635 557 500 1 5400 40 0.0398635021367
29084 558 576 1 5400 40 0.596914626965
19057 558 1723 1 5400 40 0.188972419008
13445 559 516 1 5400 40 0.180257457104
2921 560 552 1 1900 30 0.0392064476068
20622 560 514 1 1900 30 0.0440993464654
17501 560 794 1 1900 30 1.30923953172
12881 561 4600 1 1900 30 0.0555452146017
9737 561 5970 1 1900 30 0.0286674140551
6020 562 6152 1 950 20 0.0356235302334
22546 562 9328 1 950 20 0.200786723312
13447 563 576 1 5400 40 0.180560979604
11175 564 3976 1 8100 40 0.110570961611
8852 564 2038 1 8100 40 0.0672373077832
1291 565 10337 1 1900 30 0.185458860181
8197 565 566 1 5400 40 0.179095508364
19760 565 4031 1 1900 30 0.712993831497
2926 566 5840 1 1900 30 0.193894408717
8198 566 567 1 5400 40 0.223819049887
14114 567 4808 1 1900 30 0.221917301412
8199 567 3993 1 5400 40 0.240263930995
7006 569 2311 1 1900 30 1.03638594781
10865 570 608 1 1900 30 0.0228147055542
3514 571 9739 1 5400 40 0.617362517269
20848 571 10772 1 5400 40 0.0394689481747
13213 572 1026 1 1900 30 0.61924829123
28336 572 5469 1 1900 30 1.67111394963
22466 573 7688 1 1900 30 0.041019739623
15426 573 7699 1 1900 30 0.191866136842
9775 574 10257 1 950 20 0.455789596311
2416 574 7268 1 950 20 0.910424574782
20370 574 5741 1 950 20 0.19317945496
27550 575 6680 1 5400 40 2.38329836796
25910 575 577 1 5400 40 0.678733497496
19055 576 558 1 5400 40 0.596914626965
13440 576 559 1 5400 40 0.184148070165
21178 577 10423 1 5400 40 0.128553065467
13218 577 575 1 5400 40 0.678733497496
24860 578 3291 1 5400 40 0.0398925651675
24858 578 10231 1 5400 40 0.137641047552
14427 579 7459 1 950 20 0.819651647814
26584 579 501 1 950 20 0.0833985139977
14867 579 3965 1 950 20 0.226512595664
13408 580 3051 1 5400 40 0.0127401396198
3565 581 4227 1 5400 40 0.0168409161245
20862 581 5285 1 5400 40 0.00562859329641
22862 583 1502 1 1900 30 0.407390439554
13886 583 7830 1 1900 30 0.556839711651
25800 584 585 1 1900 30 0.259211750789
10517 584 5132 1 1900 30 0.202696837941
13035 585 584 1 1900 30 0.259211750789
21596 585 2733 1 1900 30 1.39827266852
25802 585 589 1 1900 30 0.357399203238
4007 586 9793 1 1900 30 0.0304912569939
21182 586 7887 1 1900 30 0.272608236232
12293 587 7720 1 6900 60 0.165840718617
6891 588 610 1 5400 40 0.426501680365
16883 588 591 1 5400 40 0.144716233959
20178 589 9793 1 1900 30 0.266103377441
13037 589 585 1 1900 30 0.357399203238
14651 590 8440 1 5400 40 0.346578461418
22308 590 531 1 1900 30 0.829493476852
5072 591 9318 1 5400 40 0.659660123414
23398 592 4649 1 950 20 5.84038295876
5927 593 352 1 5400 40 0.0267217285056
3655 594 8066 1 5400 40 0.0205460226225
21072 594 7659 1 1900 30 0.0793895658702
4517 595 9406 1 5400 40 0.0109796418619
5915 596 593 1 5400 40 0.0634676643644
10250 597 3860 1 8100 40 0.230487755085
5918 598 2650 1 5400 40 0.0280461270094
13532 599 477 1 5400 40 0.0592551010539
5431 600 9755 1 950 20 0.0673415923057
5406 601 9042 1 5400 40 0.469479870533
11838 602 376 1 5400 40 0.0175597574107
5923 603 34 1 5400 40 0.0495264563082
5920 603 2629 1 5400 40 0.0388809358569
15695 604 8588 1 8100 40 0.57967105691
13537 605 341 1 5400 40 0.0592505180412
10882 606 476 1 1900 30 0.03970241241
10866 608 483 1 1900 30 0.0494394036151
3400 608 486 1 8100 40 0.0477586533999
22828 609 610 1 5400 40 0.0378055208517
6887 609 1635 1 5400 40 0.277585719235
6893 610 609 1 5400 40 0.0378055208517
22826 610 588 1 5400 40 0.426501680365
16906 611 8482 1 950 20 0.0592824832418
27986 611 8492 1 950 20 0.659094545449
22740 612 10630 1 1900 30 0.0131040522331
7441 613 7654 1 5400 40 0.0883613633193
12083 613 590 1 5400 40 0.0587938057449
594 614 622 1 8100 40 0.0414387116338
7421 615 7936 1 950 20 0.0327295513042
22806 615 3473 1 950 20 1.99975891052
2048 617 618 1 1900 30 0.105411205771
1546 617 8301 1 8100 40 0.0598969020061
2117 618 890 1 1900 30 0.0195487782388
2049 618 1267 1 1900 30 0.0378452031534
17689 619 8996 1 5400 40 0.067473500735
28348 619 8997 1 5400 40 0.496907653925
16310 620 737 1 6900 60 0.027414223399
8626 621 627 1 1900 30 0.0348404035279
16273 622 10435 1 8100 40 1.15219192422
5071 623 588 1 5400 40 0.0318875051646
21824 624 626 1 1900 30 0.849796168569
7726 625 1720 1 950 20 0.20746454505
5070 625 623 1 5400 40 0.132310871951
5179 626 624 1 1900 30 0.849796168569
19542 626 10033 1 1900 30 0.28810820241
22318 627 6253 1 1900 30 0.0191943152482
6044 627 4055 1 1900 30 0.0279379427143
12273 628 7790 1 950 20 1.505279857
29118 628 7647 1 950 20 0.0910497661256
23294 629 130 1 1900 30 0.19378059102
19998 629 1259 1 1900 30 0.398423338641
6286 629 3059 1 950 20 0.401117974025
25380 630 272 1 5400 40 1.62611039994
16767 630 6431 1 5400 40 5.96034333764
12092 631 6667 1 1900 30 0.0806176311063
6054 631 5740 1 1900 30 0.0114441120145
22328 631 4055 1 1900 30 0.0282141313111
16325 632 753 1 8100 40 0.0497160847366
29126 633 7862 1 1900 30 0.086020753505
13211 633 487 1 1900 30 2.47995762198
15583 634 6535 1 6900 60 0.0577786771666
16678 635 694 1 8100 40 0.175554716138
22322 636 4051 1 1900 30 0.0126850119713
6048 636 6253 1 1900 30 0.0804515827675
13434 637 3353 1 5400 40 0.0254866783998
18611 638 986 1 1900 30 0.0339515216709
18617 638 7261 1 950 20 0.0973588353532
13432 639 330 1 5400 40 0.028123217671
24094 639 7022 1 5400 40 0.339395521685
27980 640 1245 1 1900 30 1.2668192083
1790 640 4662 1 1900 30 0.11345638088
3383 641 643 1 5400 40 0.203584681505
15954 641 100 1 1900 30 0.177421768466
14171 642 5640 1 1900 30 0.368188815162
20758 643 641 1 5400 40 0.203584681505
5544 643 2926 1 5400 40 0.21581212029
21994 643 9878 1 5400 40 0.31468415578
28990 644 5818 1 5400 40 0.0398963271192
18292 644 5619 1 5400 40 0.0939712533573
730 645 10497 1 8100 40 0.0686751874526
26788 646 6456 1 1900 30 0.0673940306346
6943 646 3111 1 1900 30 0.22282946194
3177 647 4674 1 5400 40 0.0325455192399
8299 647 4676 1 5400 40 0.095829236556
16316 648 696 1 8100 40 0.0403641994333
8298 649 647 1 5400 40 0.294240632206
21724 651 7339 1 950 20 1.7051552992
5006 651 7335 1 950 20 0.12890202179
22688 651 9951 1 950 20 2.51687616785
10883 652 483 1 8100 40 0.018595309483
10881 652 606 1 1900 30 0.0505494280691
27400 653 1403 1 950 20 1.77817679828
15859 653 326 1 950 20 0.933465633234
3336 654 658 1 6900 60 0.00840877116006
5660 655 4253 1 6900 60 0.0571908288834
5661 656 655 1 6900 60 0.00855010562644
13504 657 4252 1 6900 60 0.00701066177326
5665 658 6410 1 6900 60 0.00659793343323
5664 659 6411 1 6900 60 0.0108675916015
23876 660 6176 1 1900 30 0.422985006289
18978 660 6980 1 1900 30 0.424879902504
13878 661 5598 1 950 20 0.0266301087257
13879 661 1750 1 950 20 0.0335258895056
22760 662 7561 1 950 20 1.08873316463
10880 662 652 1 1900 30 0.1422333318
10864 663 7709 1 8100 40 0.409932926655
2233 665 7682 1 1900 30 0.0222699931813
20266 665 669 1 1900 30 0.0223533178756
9006 666 7770 1 950 20 0.912209982626
12302 666 4615 1 950 20 0.843672417343
8816 667 4338 1 1900 30 0.0771714307744
5670 668 2179 1 6900 60 0.0791089516237
20250 669 3672 1 1900 30 0.0451576923398
2235 669 665 1 1900 30 0.0223533178756
1983 670 736 1 8100 40 0.270483093915
1211 670 8218 1 6900 60 0.177677761997
16984 671 661 1 950 20 0.0271913733013
17457 671 5598 1 950 20 0.0169682215092
5673 672 385 1 6900 60 0.0816842627444
957 673 672 1 6900 60 0.0529122731061
6302 674 9165 1 5400 40 0.0278616839972
24560 674 869 1 5400 40 0.00487341005203
2610 675 6579 1 5400 40 0.316553901824
16315 676 4830 1 5400 40 0.0591789585077
745 677 678 1 1900 30 0.0273663912928
13524 678 4185 1 1900 30 0.184537939651
14527 679 7347 1 8100 40 0.309277812786
3150 680 9319 1 5400 40 0.00688033007751
16298 681 699 1 8100 40 0.0658590056283
17460 682 5597 1 950 20 0.0223128706882
16907 682 1766 1 950 20 0.0614660550045
1149 683 6372 1 6900 60 0.0618655534698
12082 684 685 1 1900 30 0.0269338050429
16543 685 688 1 1900 30 0.0235974450474
2913 687 684 1 1900 30 0.0229319902511
16544 688 3553 1 1900 30 0.159800797127
2916 688 687 1 1900 30 0.0277922484899
11359 689 9385 1 5400 40 0.437539363698
10623 690 980 1 950 20 0.0382070656384
25728 690 6991 1 950 20 0.414995742609
7630 691 1749 1 950 20 0.0567593300476
17462 691 4813 1 950 20 0.0300811541362
19115 692 4816 1 950 20 0.0564573355034
14392 692 751 1 950 20 0.615219955121
16293 693 759 1 1900 30 0.109524956387
17625 694 750 1 6900 60 0.199115399144
16297 696 6045 1 8100 40 0.220591718318
21610 697 2809 1 1900 30 0.0511048788204
4859 697 4242 1 1900 30 0.0742302384367
13533 698 605 1 5400 40 0.0393668270433
19039 698 2039 1 5400 40 0.395669423504
16317 699 614 1 8100 40 0.127125347617
11156 701 768 1 1900 30 0.0603492138245
23544 702 721 1 5400 40 0.227528169547
17701 702 7079 1 5400 40 0.730153743325
24000 703 728 1 950 20 1.06315432122
9395 703 3339 1 950 20 1.82469728188
19124 704 712 1 5400 40 0.149366212923
29132 704 5927 1 5400 40 2.6031367215
24392 705 8482 1 950 20 0.600397392122
