eid source target dir capacity speed_mph cost_time
14119 4824 9062 1 8100 40 0.118676798231
5763 4825 4489 1 5400 40 1.31168193512
5528 4825 8830 1 1900 30 0.0407136582794
5825 4826 9073 1 5400 40 0.214797273883
19578 4827 738 1 1900 30 0.41478191229
18902 4827 323 1 5400 40 0.00586874608793
2116 4827 4965 1 5400 40 0.176661070561
6629 4828 6328 1 950 20 0.927773356444
22670 4828 9586 1 950 20 0.056549685865
6748 4828 9583 1 950 20 0.0597885261986
16276 4830 10592 1 5400 40 0.265185360393
22130 4831 5804 1 5400 40 0.269716149407
5750 4831 4685 1 5400 40 0.0799218887178
539 4832 3866 1 1900 30 0.835079217136
5354 4832 10332 1 5400 40 0.0140279311843
8990 4833 490 1 950 20 0.173651066886
8991 4833 7061 1 950 20 0.198244892958
24192 4834 3722 1 5400 40 0.0139066582721
18274 4834 1419 1 5400 40 0.0360779308632
9791 4834 8622 1 5400 40 0.0221199467649
9787 4835 9008 1 5400 40 0.0137377664831
5224 4835 10668 1 950 20 0.0413240216302
24188 4835 8622 1 5400 40 0.00853873628531
28128 4836 4840 1 950 20 0.115144008391
22098 4836 1714 1 5400 40 0.032424391248
5715 4836 8350 1 5400 40 0.132152904686
23730 4837 5275 1 5400 40 0.0101365066264
8901 4837 2668 1 5400 40 0.0147041706011
17897 4837 6883 1 950 20 0.0427836767363
24184 4838 9008 1 5400 40 0.0133997473459
11220 4838 4605 1 950 20 0.0281236059764
9783 4838 4839 1 5400 40 0.0114148111732
9796 4839 4849 1 5400 40 0.0259208211628
9781 4839 3722 1 5400 40 0.0130296162114
24182 4839 4838 1 5400 40 0.0114148111732
28132 4840 3728 1 950 20 0.290455588178
17308 4840 1715 1 950 20 0.0871245321373
17306 4840 4836 1 950 20 0.115144008391
10350 4841 2058 1 1900 30 0.70367064953
24470 4841 2076 1 1900 30 2.78693359328
204 4841 1894 1 5400 40 2.38078376807
29092 4842 7859 1 1900 30 0.471292024439
7783 4842 7878 1 1900 30 0.120345918701
1851 4843 5214 1 5400 40 0.538869222355
1903 4843 5510 1 5400 40 0.0337776868922
12368 4845 2762 1 6900 60 0.188939298047
12924 4846 5769 1 5400 40 0.0163043743406
892 4847 9013 1 5400 40 0.0081134995684
12927 4848 7305 1 5400 40 0.813526369008
9794 4849 3722 1 5400 40 0.0249091255806
10620 4849 8123 1 5400 40 0.0405742046549
21172 4850 3683 1 5400 40 6.4486372809
24938 4850 3911 1 5400 40 1.97438745181
22090 4851 3947 1 950 20 0.977576373364
18388 4851 5004 1 950 20 1.65755945007
20612 4852 4857 1 5400 40 0.302845739296
10754 4852 3602 1 5400 40 0.458164795444
2569 4853 8652 1 6900 60 0.470997530716
17740 4854 7065 1 950 20 1.1797253355
27520 4854 2715 1 950 20 1.95417487903
13821 4856 3315 1 5400 40 0.109018555603
20614 4857 4858 1 5400 40 0.0171087392997
3078 4857 4852 1 5400 40 0.302845739296
20616 4858 3496 1 5400 40 1.22356030045
3080 4858 4857 1 5400 40 0.0171087392997
2268 4858 4612 1 950 20 0.0560131669985
23210 4859 2593 1 950 20 1.14457451267
8471 4860 6814 1 5400 40 0.00984109360746
12289 4861 2676 1 1900 30 0.0485888378834
2593 4862 8062 1 6900 60 0.14571080302
14640 4863 10015 1 6900 60 0.196824961529
19018 4864 3947 1 950 20 0.776659968131
29060 4864 8460 1 950 20 0.449894564706
1099 4866 8569 1 8100 40 0.355297287607
153 4866 6131 1 8100 40 0.268430417583
7252 4867 5871 1 6900 60 0.0468731524477
6516 4868 4904 1 950 20 0.691465504943
22660 4868 7573 1 950 20 0.209683009189
23450 4869 7456 1 950 20 1.37649238442
8263 4869 6783 1 950 20 0.460134417317
14173 4870 4874 1 6900 60 0.697445086572
7322 4871 4867 1 6900 60 0.394390165568
1088 4871 6236 1 8100 40 0.208369355098
7209 4872 2166 1 950 20 0.0418781468974
8727 4873 4872 1 950 20 0.0260758056105
22202 4873 418 1 5400 40 0.0236594058842
5854 4873 2163 1 5400 40 0.00836148089119
7323 4874 3749 1 6900 60 0.0310819739625
16075 4875 6663 1 5400 40 0.26484567239
7326 4876 3752 1 6900 60 0.0370895875224
7331 4877 5783 1 6900 60 0.0285081647005
583 4878 4884 1 5400 40 0.0354837318304
10772 4878 4951 1 1900 30 0.0401155696577
7328 4879 6654 1 6900 60 0.321294102257
26932 4880 4889 1 5400 40 0.0233403737662
2769 4880 8063 1 5400 40 0.0836949102381
7335 4882 6513 1 6900 60 0.031414704029
29066 4882 6517 1 6900 60 0.0314873433591
584 4884 4880 1 5400 40 0.105184527444
12203 4885 4890 1 1900 30 0.0709143178391
14569 4886 4616 1 5400 40 0.00942217924895
13576 4887 1776 1 6900 60 0.250969954891
12291 4888 2653 1 1900 30 0.0224281042453
15117 4889 4880 1 5400 40 0.0233403737662
10163 4889 7529 1 950 20 1.02200368697
26934 4889 6651 1 5400 40 0.403003396506
5143 4890 2617 1 1900 30 0.35560997005
12663 4891 2090 1 5400 40 0.128884267909
25832 4891 10556 1 5400 40 0.0422476042087
25860 4892 7978 1 5400 40 2.01560031655
21726 4892 7526 1 1900 30 2.58393108203
13145 4892 6574 1 5400 40 0.801671575883
2424 4893 2998 1 6900 60 0.463914321223
392 4894 8353 1 6900 60 0.203929125882
418 4895 4798 1 6900 60 0.0621058837496
6954 4897 6452 1 6900 60 0.401308335616
12470 4897 2087 1 8100 40 0.328425027041
3874 4898 3137 1 1900 30 0.0913061670133
19956 4898 4903 1 1900 30 0.238404798971
7908 4899 3226 1 1900 30 0.984766127573
20450 4899 9910 1 1900 30 1.49632921567
1323 4900 10292 1 8100 40 0.240788208009
1719 4900 6158 1 6900 60 0.300503409415
17591 4901 3820 1 5400 40 0.0391964633184
23882 4901 4598 1 1900 30 1.33395882293
1718 4902 4900 1 6900 60 0.0164800714215
1693 4903 4898 1 1900 30 0.238404798971
9804 4903 6101 1 1900 30 0.0276431494515
16630 4904 6328 1 950 20 1.09532874551
22584 4904 4868 1 950 20 0.691465504943
6514 4904 7087 1 950 20 0.161128798664
18109 4905 5672 1 5400 40 0.34655999675
12339 4905 6555 1 5400 40 0.0329316292688
2620 4906 3015 1 1900 30 0.0578775532332
26088 4906 3005 1 1900 30 0.0402393571404
11248 4906 3911 1 1900 30 1.40417098327
2507 4907 423 1 6900 60 0.250285114452
13565 4908 3017 1 1900 30 0.0480456498423
14432 4910 4912 1 6900 60 0.0689313442844
14430 4911 424 1 6900 60 0.0413066360513
14078 4912 5445 1 8100 40 0.348719422886
14433 4912 1743 1 6900 60 0.120959116711
10489 4913 867 1 5400 40 0.19859585985
6705 4913 4926 1 5400 40 0.0607130784339
2533 4914 4911 1 6900 60 0.212634498637
1925 4915 4988 1 5400 40 0.0435097362158
11889 4915 6591 1 1900 30 0.792343485926
14512 4916 4914 1 6900 60 0.0693756854683
15353 4916 7652 1 8100 40 0.105736238878
2544 4917 4916 1 6900 60 0.0498919830285
8742 4918 7146 1 950 20 0.0190552007845
5312 4918 9598 1 950 20 0.0334724428856
23674 4918 8518 1 950 20 0.040941617273
2527 4919 4921 1 6900 60 0.00608001748021
2543 4920 4917 1 6900 60 0.176827151018
2539 4921 4922 1 6900 60 0.0559593590281
2540 4922 4924 1 6900 60 0.103718732409
2542 4923 4920 1 6900 60 0.0589321944357
2541 4924 6880 1 6900 60 0.0226702291848
1755 4925 401 1 5400 40 1.39851864893
8367 4925 8650 1 5400 40 3.35182215744
22758 4926 5521 1 1900 30 0.00961834726409
6706 4926 5077 1 5400 40 0.0410856058241
11772 4927 4915 1 1900 30 0.0561875948513
12341 4927 4988 1 5400 40 0.0438257371824
13911 4928 10358 1 950 20 3.22755390025
26294 4928 6214 1 950 20 0.0120177149662
15269 4928 6461 1 950 20 3.88631489246
825 4929 1144 1 6900 60 0.581812437863
2183 4930 4931 1 6900 60 0.0651833802456
17817 4930 7325 1 8100 40 0.130574936282
2551 4931 139 1 6900 60 0.290683314456
824 4932 4929 1 6900 60 0.0984223406861
18888 4933 8117 1 950 20 0.206080523852
27068 4934 8241 1 950 20 1.62701474078
22662 4935 4681 1 950 20 0.0995559720567
6604 4935 6974 1 950 20 1.1263168144
22656 4935 7087 1 950 20 0.0972736482794
21262 4936 4937 1 1900 30 0.724819821686
6955 4936 9769 1 1900 30 0.0948303244502
4225 4937 4936 1 1900 30 0.724819821686
4069 4937 9358 1 950 20 0.115986265901
13315 4939 4151 1 950 20 2.3336645666
14396 4940 9128 1 5400 40 0.0233296742581
17231 4941 5498 1 950 20 0.0699935534319
5226 4941 2711 1 1900 30 0.38644771596
10208 4942 8836 1 1900 30 0.256697730813
29068 4942 4214 1 1900 30 0.0288922540876
9524 4943 4944 1 1900 30 0.186750835016
24070 4943 4948 1 1900 30 0.528216529378
21332 4943 3006 1 950 20 0.250620732575
9942 4944 1729 1 1900 30 0.0442937494861
24068 4944 4943 1 1900 30 0.186750835016
10118 4945 2144 1 1900 30 0.00969681669041
10202 4945 4948 1 1900 30 0.336690961658
9477 4946 3691 1 1900 30 0.477089250593
10111 4946 1708 1 1900 30 0.0389862646655
9478 4948 1950 1 1900 30 0.341276108487
9526 4948 4943 1 1900 30 0.528216529378
3992 4949 4969 1 1900 30 0.0272207072565
1760 4949 5046 1 1900 30 0.830490617941
3994 4950 4964 1 1900 30 0.0272046944636
1766 4950 4549 1 1900 30 0.591857126784
10773 4951 4952 1 1900 30 0.00352794997803
10767 4951 4884 1 1900 30 0.0112238489836
2771 4952 4953 1 5400 40 0.00259830239063
10774 4952 4634 1 1900 30 0.0319091881535
2772 4953 8065 1 5400 40 0.0242011450014
10766 4953 4951 1 1900 30 0.00295442175479
16284 4954 452 1 5400 40 0.320867144292
12882 4955 6825 1 6900 60 0.149505828767
15926 4956 5961 1 6900 60 0.0223109031828
9069 4957 5026 1 5400 40 0.00903738769828
1914 4958 4956 1 6900 60 0.187725603068
9071 4959 6690 1 5400 40 0.00914981034055
7932 4960 4972 1 5400 40 0.0274915376178
22422 4960 10814 1 5400 40 0.257524870115
19042 4961 4963 1 5400 40 0.079484413663
29078 4961 6428 1 5400 40 0.702395971114
9073 4962 8799 1 5400 40 0.0272757868474
29076 4963 4961 1 5400 40 0.079484413663
12389 4963 5854 1 5400 40 1.09574707148
17045 4964 9408 1 1900 30 0.00906880057649
7931 4965 4960 1 5400 40 0.0361741285095
26370 4966 5234 1 950 20 0.80001597542
7194 4966 2151 1 950 20 0.152062490156
11272 4967 3853 1 950 20 0.0656693739683
15238 4967 3383 1 950 20 0.0480572157418
5494 4968 1393 1 1900 30 0.596589546496
3993 4969 4950 1 1900 30 0.0732645782556
10354 4970 2076 1 1900 30 4.33337565847
18445 4970 2269 1 1900 30 0.0852971115849
5694 4971 2179 1 8100 40 0.240250965723
10512 4972 4973 1 5400 40 0.0277705654021
7930 4973 9085 1 5400 40 0.176712369046
10513 4973 4965 1 5400 40 0.0166864858845
21702 4974 1700 1 5400 40 0.368734992223
4976 4974 1702 1 5400 40 2.07285287755
1265 4975 5032 1 950 20 0.745061937174
22518 4975 7308 1 950 20 3.16315360354
8475 4976 761 1 5400 40 0.124731465491
20222 4976 765 1 5400 40 0.0762427462427
9119 4977 8240 1 1900 30 2.08446387152
12847 4977 2927 1 1900 30 0.885864635956
17174 4979 6414 1 6900 60 0.371252968104
5480 4980 6001 1 6900 60 0.216972623212
3428 4981 8768 1 5400 40 0.00732609482557
21984 4981 327 1 5400 40 0.0304637995605
7364 4982 1399 1 6900 60 0.0810888633361
3458 4984 1886 1 950 20 0.0277869875436
20340 4985 7954 1 5400 40 0.0112918304111
2357 4985 6014 1 5400 40 0.032366991059
10789 4986 3328 1 5400 40 0.0754561364577
11893 4987 7646 1 1900 30 0.0776199166143
8869 4987 10503 1 1900 20 0.0501829833374
12338 4988 4905 1 5400 40 0.0438945830513
5692 4989 392 1 8100 40 0.0325920316961
2906 4990 5025 1 1900 30 0.0584462525528
3251 4990 4374 1 1900 30 0.599164550219
3116 4991 2477 1 950 20 0.124989017704
982 4991 526 1 950 20 1.41881840274
23718 4992 368 1 950 20 0.0514716423651
23762 4992 3787 1 950 20 0.0835462692481
8880 4992 6252 1 950 20 0.0201950269195
6467 4993 4666 1 950 20 0.0281587286775
4669 4994 1524 1 5400 40 0.0629331584513
27526 4994 6391 1 5400 40 0.21328883175
9467 4995 6536 1 950 20 1.57070111441
23804 4995 2365 1 950 20 0.257859264908
2965 4996 5002 1 1900 30 0.04720721484
3300 4996 4698 1 1900 30 0.746673450826
6142 4997 6448 1 8100 40 0.116423966198
1158 4997 6389 1 6900 60 0.925227834096
6536 4999 2713 1 6900 60 0.126688011871
15174 4999 95 1 8100 40 0.312982970421
9061 5000 7456 1 950 20 2.84931501485
23442 5000 5062 1 950 20 1.6897152921
2494 5001 5025 1 1900 30 0.0273862933256
2918 5001 4990 1 1900 30 0.0553041216282
2493 5002 5001 1 1900 30 0.00913448453748
27386 5003 5027 1 950 20 0.0759335984698
16025 5003 5007 1 950 20 0.0251461382281
28714 5004 4851 1 950 20 1.65755945007
531 5006 2489 1 6900 60 0.330974746997
27390 5007 5003 1 950 20 0.0251461382281
13499 5007 9188 1 950 20 1.52190134838
16023 5007 5027 1 950 20 0.0856279454387
22468 5008 10665 1 5400 40 0.251676036441
4239 5008 9323 1 5400 40 1.05785219565
29080 5008 9052 1 950 20 4.33814185394
17877 5009 4521 1 5400 40 0.147876714359
7658 5009 9818 1 5400 40 0.0313860376753
23124 5009 9839 1 5400 40 0.0192958889272
16105 5010 2437 1 950 20 0.289937775081
26620 5010 414 1 950 20 0.419306709329
6963 5011 4984 1 950 20 0.129794062177
9163 5012 10307 1 950 20 0.0537074952712
8219 5013 9664 1 5400 40 0.0891925150726
23408 5013 5425 1 5400 40 0.260454967232
28774 5013 3424 1 1900 30 0.455558950744
15427 5014 7200 1 6900 60 0.0372832671827
19750 5015 7125 1 1900 30 0.0760139106688
4264 5015 3189 1 1900 30 1.54636558519
2947 5016 6945 1 5400 40 0.0316501412725
17762 5016 9649 1 5400 40 0.857872510834
12383 5017 5653 1 5400 40 0.101380859585
14901 5018 4776 1 950 20 6.11739655281
19111 5018 7647 1 1900 30 0.0142129121816
29124 5018 887 1 1900 30 1.3208782526
1930 5019 6338 1 1900 30 0.0722960890938
15434 5020 5021 1 6900 60 0.0371115508095
15429 5021 3833 1 6900 60 0.0688822650987
4066 5022 5776 1 5400 40 0.0276556441978
5699 5023 393 1 8100 40 0.00943419020228
11085 5024 6338 1 1900 30 0.46752648521
24818 5024 5038 1 1900 30 1.67933463323
2495 5025 5031 1 1900 30 0.00915976197716
4352 5026 6686 1 1900 30 0.0368151325172
9070 5026 4959 1 5400 40 0.0181538481137
16021 5027 5003 1 950 20 0.0759335984698
27392 5027 118 1 950 20 4.42857679579
27388 5027 5007 1 950 20 0.0856279454387
12292 5028 4969 1 1900 30 0.823655382688
10597 5028 5046 1 1900 30 0.0564601927456
9550 5029 4572 1 5400 40 0.100582768223
2492 5030 5002 1 1900 30 0.0276323183798
2986 5030 4996 1 1900 30 0.0484097095902
3086 5031 5069 1 1900 30 0.0730336899705
2496 5031 5047 1 1900 30 0.0365509405645
19740 5032 4975 1 950 20 0.745061937174
5463 5033 5053 1 950 20 2.41242639946
16695 5033 5215 1 950 20 1.02556160493
28964 5035 2768 1 950 20 0.198367156995
8327 5036 10449 1 950 20 1.03685004719
21836 5036 8122 1 5400 40 0.584227260041
5197 5036 7031 1 5400 40 0.115863126115
27 5037 4124 1 8100 40 1.09529327769
258 5037 5606 1 6900 60 0.210978363616
11028 5038 5024 1 1900 30 1.67933463323
28092 5038 5040 1 1900 30 0.086187574705
19586 5039 5579 1 1900 30 0.204604721476
874 5039 3078 1 1900 30 0.0388764610737
28094 5040 6365 1 1900 30 0.725360957842
17225 5040 5038 1 1900 30 0.086187574705
18507 5041 8360 1 1900 30 0.0307539356278
18514 5041 8446 1 1900 30 0.112523277005
9816 5042 2100 1 5400 40 0.0289841824027
2491 5043 5030 1 1900 30 0.0272714182666
17854 5044 7258 1 5400 40 0.280983287865
24228 5045 1736 1 5400 40 0.842868571815
9820 5045 5042 1 5400 40 0.00979293275692
10594 5046 1476 1 1900 30 0.0541649451969
17706 5046 5078 1 1900 30 0.115458613535
3046 5047 5058 1 1900 30 0.0534483653586
2497 5047 5043 1 1900 30 0.00912171413461
4670 5048 7966 1 5400 40 0.115723359798
16920 5049 9007 1 950 20 0.0497713066563
28096 5049 1431 1 950 20 1.33826599568
27522 5050 2731 1 5400 40 0.0258671427103
17401 5050 7966 1 5400 40 0.00436523913254
27604 5050 4479 1 1900 30 0.51600122835
3991 5051 4949 1 1900 30 0.00910507778147
11024 5052 6781 1 5400 40 0.143992133063
13353 5052 7349 1 5400 40 0.177290851476
21976 5053 5033 1 950 20 2.41242639946
21972 5053 3967 1 950 20 1.97751263425
969 5054 4305 1 950 20 0.134249877955
19608 5054 187 1 950 20 0.21188957322
3642 5055 57 1 6900 60 0.342622781559
11160 5056 2654 1 6900 60 0.0270289611107
26762 5057 10902 1 5400 40 0.270939418831
6399 5057 6223 1 5400 40 0.0560329692587
28788 5058 5100 1 1900 30 0.184304923024
3040 5058 5030 1 1900 30 0.0554707760501
17708 5059 1476 1 1900 30 0.10717207846
4119 5059 5078 1 1900 30 0.0832859827107
23112 5060 10513 1 5400 40 0.130843461847
7636 5060 5743 1 5400 40 0.235082717181
17235 5061 6458 1 8100 40 0.0819720922425
13427 5061 6679 1 8100 40 0.0713851277453
8261 5062 5000 1 950 20 1.6897152921
23446 5062 5108 1 950 20 0.383200902036
11966 5063 2979 1 1900 30 0.19230849427
25294 5063 6454 1 1900 30 0.17282635521
25816 5064 6869 1 950 20 2.32447872464
8267 5064 7439 1 950 20 0.613931061509
1748 5066 522 1 5400 40 0.0881348206434
17178 5066 5667 1 5400 40 0.0533699266668
19156 5067 10082 1 950 20 0.0226843150504
24730 5067 8485 1 950 20 1.11548292358
16243 5068 1687 1 5400 40 0.00738826743684
28510 5069 5244 1 1900 30 0.447933706779
3084 5069 5047 1 1900 30 0.0752984165122
24358 5070 9424 1 8100 40 0.284429523966
10136 5070 3641 1 8100 40 0.0891600940315
8567 5071 2881 1 5400 40 0.10572099458
8912 5072 9896 1 5400 40 0.0955198866261
23738 5072 2173 1 5400 40 0.0419832587878
9289 5072 2310 1 5400 40 0.102123055983
2446 5073 5075 1 5400 40 0.154030768365
17878 5073 7452 1 5400 40 0.0760161616382
18409 5074 3445 1 6900 60 0.217342926794
8679 5074 7518 1 8100 40 0.218302370583
1160 5075 4473 1 5400 40 0.0812425210644
2447 5075 6963 1 5400 40 0.196907973355
14678 5076 5081 1 950 20 0.109236029421
2039 5076 10165 1 950 20 0.540040755086
16680 5077 5521 1 5400 40 0.039944801242
22716 5077 2228 1 5400 40 0.12402901869
4120 5078 1591 1 1900 30 0.153809540938
25744 5080 7601 1 950 20 0.0316107783304
27362 5080 8571 1 950 20 0.288368671524
12953 5080 8500 1 950 20 2.37898618909
10289 5081 2053 1 950 20 0.401779507889
17820 5082 2636 1 1900 30 0.137944799696
18101 5084 3481 1 1900 30 0.0286128235971
2175 5085 5816 1 1900 30 0.0193581356472
27588 5085 5087 1 1900 30 0.149945237571
27340 5086 7163 1 950 20 0.727618867309
25758 5086 9311 1 950 20 0.073823970015
9617 5087 8978 1 1900 30 1.24769208124
24108 5087 1018 1 1900 30 0.767048115121
16333 5087 5085 1 1900 30 0.149945237571
25778 5088 10009 1 950 20 0.0689736847942
16309 5088 7163 1 950 20 0.253185399939
13021 5089 9989 1 950 20 0.0407492450575
25790 5089 8870 1 950 20 0.710324369717
8427 5090 1390 1 950 20 0.67054311123
16275 5091 5084 1 1900 30 0.2648933011
20280 5091 5791 1 1900 30 0.00853923368102
13715 5092 137 1 950 20 0.678671318533
27120 5092 3799 1 950 20 2.36819737769
13233 5093 2681 1 1900 30 0.0244966055099
2895 5093 5094 1 1900 30 0.128458081804
13232 5094 2680 1 1900 30 0.061780796721
6677 5094 5082 1 1900 30 0.0596847522445
18730 5095 10767 1 950 20 0.045738291356
18737 5095 6487 1 950 20 0.0625799014413
13865 5096 981 1 5400 40 0.191123179713
10917 5097 6616 1 1900 30 1.73557466833
12243 5097 1124 1 1900 30 0.0987372106945
15307 5098 8155 1 8100 40 0.0759350162418
147 5099 10321 1 950 20 0.0938312017058
19234 5099 5727 1 950 20 5.26987227412
18485 5100 5058 1 1900 30 0.184304923024
27158 5100 1182 1 950 20 0.0207187101011
6574 5101 8720 1 5400 40 1.66705102004
155 5101 10283 1 5400 40 0.0400916480874
10851 5102 5103 1 5400 40 0.0159074590025
11047 5103 1221 1 5400 40 0.0405868114202
10852 5103 2415 1 5400 40 0.0200051038048
10109 5104 9098 1 8100 40 0.0228870729004
24366 5104 3623 1 1900 30 0.145738303271
6687 5105 10026 1 950 20 0.0434348891772
17728 5106 1260 1 8100 40 0.330783926482
2450 5106 10207 1 6900 60 0.16178606082
10672 5107 858 1 1900 30 0.445727529978
26656 5107 10404 1 1900 30 0.233366359434
24128 5108 10873 1 950 20 5.42258843564
15115 5108 10876 1 950 20 0.424404505435
8265 5108 5062 1 950 20 0.383200902036
23026 5109 2339 1 1900 30 0.366759103864
7402 5109 10404 1 1900 30 0.153251946149
18860 5110 5105 1 950 20 0.0431565771841
10728 5111 3025 1 950 20 0.0183642285997
24672 5111 2279 1 950 20 0.0545180538321
7120 5112 6484 1 5400 40 1.43609244771
22932 5112 6494 1 5400 40 0.0300159640889
6673 5115 5122 1 1900 30 0.0228717360093
516 5116 5120 1 1900 30 0.133470428149
20898 5116 9847 1 1900 30 0.179154499133
11251 5117 1453 1 5400 40 0.739733637373
10854 5117 5102 1 5400 40 0.0281199324827
609 5118 10596 1 5400 40 0.0208534211676
10847 5118 1222 1 5400 40 0.0915597312439
12531 5119 5128 1 950 20 0.0748793051507
22936 5119 6498 1 5400 40 1.02027479599
7124 5119 6494 1 5400 40 0.0280371498704
16684 5120 5697 1 1900 30 0.329375184483
19416 5120 5116 1 1900 30 0.133470428149
17520 5121 6545 1 8100 40 0.13608606392
6675 5122 2228 1 1900 30 0.0343443068131
12530 5123 5112 1 950 20 0.0765533996277
13234 5123 6494 1 950 20 0.0545374751616
12919 5124 3682 1 8100 40 0.306475948156
6921 5125 5701 1 6900 60 0.161264155985
11597 5126 6480 1 1900 30 0.0481905011073
24270 5126 6490 1 5400 40 0.167012496819
9922 5126 5620 1 5400 40 0.036642084898
6676 5127 1525 1 1900 30 0.0348190036222
12532 5128 5130 1 950 20 0.0302745912703
16003 5129 9148 1 8100 40 0.132647154229
12529 5130 5123 1 950 20 0.0440791682205
19548 5130 4364 1 950 20 8.45312958323
16044 5131 9201 1 1900 30 0.0105520606381
27404 5131 7338 1 1900 30 0.0342675591732
13479 5132 115 1 1900 30 1.06248789879
15194 5132 9916 1 1900 30 0.235804870142
12454 5133 5137 1 5400 40 0.0279553715209
7130 5133 6503 1 5400 40 0.0490921945114
4615 5134 5136 1 1900 30 0.0306767433661
4231 5135 4003 1 5400 40 1.31021894082
3041 5135 5151 1 5400 40 0.0313252884259
1509 5136 8148 1 1900 30 0.0411873785192
4616 5136 8119 1 1900 30 0.0216796869476
12451 5137 5139 1 5400 40 0.00629096937504
20692 5138 5484 1 5400 40 0.0298060512706
17101 5138 3068 1 5400 40 0.804327618767
12452 5139 4778 1 5400 40 0.0188865357797
12457 5139 6506 1 5400 40 0.0339891606209
13461 5140 5146 1 5400 40 0.00663454550582
12687 5141 4777 1 950 20 1.07471411225
495 5142 7643 1 5400 40 0.104535787783
13464 5142 5143 1 5400 40 0.0133188259411
13465 5143 5144 1 5400 40 0.0132850580439
13459 5144 5145 1 5400 40 0.0132850512538
494 5145 5048 1 5400 40 1.03101903605
13460 5145 5140 1 5400 40 0.0199692981368
13462 5146 7915 1 5400 40 0.00663454577911
13466 5146 7903 1 950 20 0.033886889371
16888 5147 77 1 5400 40 0.156923224024
3159 5147 311 1 5400 40 0.0165046533536
3158 5148 5147 1 5400 40 0.00928500417339
7682 5149 9284 1 5400 40 0.0865877482601
7680 5150 5148 1 5400 40 0.132431946512
3329 5151 5166 1 5400 40 0.0227918091991
3049 5152 5135 1 5400 40 0.0281886711796
3328 5152 5151 1 5400 40 0.0164716905305
27332 5153 6217 1 950 20 0.281393179027
1052 5153 5436 1 950 20 0.342099976178
15899 5153 8245 1 950 20 0.429321863497
2924 5154 5152 1 1900 30 0.0465386016204
26558 5154 7265 1 1900 30 0.971319031086
19084 5155 5216 1 5400 40 0.0286734035126
28988 5155 7026 1 5400 40 0.77250187361
29102 5155 4755 1 5400 40 0.0379674945726
12449 5156 8821 1 5400 40 0.0125163328859
28636 5157 9868 1 950 20 2.67293426585
19568 5158 5159 1 1900 30 0.0404604167505
25204 5158 8543 1 5400 40 0.078554604336
19570 5159 8048 1 1900 30 0.31040150845
11787 5159 6656 1 5400 40 0.0434025602495
811 5159 5158 1 1900 30 0.0404604167505
677 5160 7485 1 1900 30 5.31054654215
12447 5161 5162 1 5400 40 0.00944971769204
12448 5162 5156 1 5400 40 0.0188717696605
12504 5162 5164 1 950 20 0.0476401931212
20316 5163 865 1 950 20 0.0281995761953
2326 5163 2282 1 950 20 0.556795192054
11478 5163 9895 1 950 20 1.80507136938
19540 5164 4522 1 950 20 3.92049266977
13231 5164 5156 1 950 20 0.0471565703233
3327 5165 5152 1 5400 40 0.0178184044036
2838 5165 5154 1 1900 30 0.0513688078135
3323 5166 5172 1 5400 40 0.0234244180532
28594 5167 4456 1 5400 40 0.143744515588
18173 5167 4455 1 5400 40 0.572525303963
10535 5168 6649 1 1900 30 0.982764515496
3281 5169 5175 1 1900 30 0.0255567104496
4622 5169 5895 1 1900 30 0.7992362802
1909 5170 956 1 950 20 0.140247051639
20108 5170 9494 1 950 20 0.128396744435
3324 5172 5185 1 5400 40 0.0187450171318
2900 5172 5181 1 1900 30 0.0511399098515
12377 5173 8216 1 8100 40 0.16468866338
12234 5173 7497 1 8100 40 0.082187180923
3282 5175 5177 1 1900 30 0.0127171111071
24414 5176 5194 1 950 20 0.0627486570859
24416 5176 5187 1 950 20 0.205839299272
3278 5177 5180 1 1900 30 0.0256159879568
7347 5178 7378 1 950 20 1.23733473292
11353 5178 6194 1 950 20 0.906556224865
10214 5179 9912 1 950 20 0.39840618082
24146 5179 9903 1 950 20 1.46467475319
2094 5180 5536 1 1900 30 1.09584974721
3279 5180 10572 1 1900 30 0.0767284689683
2915 5181 5185 1 1900 30 0.047843365709
3321 5181 1182 1 1900 30 0.781976761276
1833 5182 9395 1 5400 40 2.01417632647
17722 5182 4739 1 5400 40 0.106032788316
17717 5183 5188 1 5400 40 0.250911734328
4597 5184 5464 1 5400 40 0.0896160559915
21464 5184 5885 1 5400 40 0.284572446695
3325 5185 5186 1 5400 40 0.0176131546881
2859 5185 351 1 5400 40 0.0287510482998
3326 5186 5165 1 5400 40 0.0451099019981
10269 5187 5176 1 950 20 0.205839299272
26952 5187 6211 1 950 20 0.572952862819
17718 5188 4739 1 5400 40 0.08819685162
17721 5188 5182 1 5400 40 0.070181167287
7935 5189 1809 1 950 20 0.222052020319
17801 5190 4685 1 5400 40 0.0257711586761
12128 5190 4831 1 5400 40 0.0817906790979
1260 5191 8804 1 5400 40 0.25752629872
19560 5191 6461 1 5400 40 1.31653382657
26304 5192 5198 1 950 20 0.0504545462752
12508 5193 4522 1 950 20 0.0418156815135
12498 5193 5197 1 950 20 0.0321370636319
10267 5194 5176 1 950 20 0.0627486570859
24406 5194 7507 1 950 20 1.50000150831
13121 5196 8876 1 950 20 0.371311037112
12499 5197 5201 1 950 20 0.0939047712106
13932 5198 5192 1 950 20 0.0504545462752
26306 5198 5202 1 950 20 0.0293770675321
25498 5198 2925 1 950 20 0.869247548613
